0,4,2,0,6,1,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,39,29,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,24,0,2,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,7,1
0,31,24,0,2,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,7,1
,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,31,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,4,2
0,42,21,0,2,0,0,0,0,19,0,0,0,0,0,2,2,0,0,0,4,3
0,23,13,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,2,1
1,40,25,1,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,25,1
1,49,34,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,31,1
0,17,11,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,2,1
0,39,29,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,5,1
0,18,12,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,4,1
4,31,21,0,0,0,0,0,2,5,0,0,0,0,0,1,1,0,0,0,28,1
0,42,31,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,19,1
2,47,29,0,0,0,0,0,0,4,0,0,1,0,0,2,2,0,0,0,30,1
11,80,60,0,0,1,5,0,11,5,0,0,1,0,0,0,2,0,0,0,41,1
2,40,32,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,26,1
1,63,44,0,0,1,0,0,0,5,0,0,0,0,2,0,1,0,0,0,12,1
0,16,11,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,2,1
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,62,24,0,10,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,5,1
7,100,78,0,0,1,1,0,1,4,0,0,0,0,0,0,3,0,0,0,51,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,11,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,2,1
1,31,24,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,0,0,12,1
0,31,24,0,1,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,7,1
0,35,24,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,3,1
2,54,37,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,18,1
0,23,14,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,2,1
1,50,40,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,28,1
0,66,35,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,11,1
1,44,27,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,5,1
0,92,42,0,16,0,0,0,0,28,0,0,0,0,1,0,2,0,0,0,3,2
2,44,32,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,20,1
3,65,48,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,7,1
0,78,32,0,0,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,8,1
2,47,32,0,0,0,0,0,1,4,0,0,0,0,0,1,2,0,0,0,32,1
0,15,10,0,0,0,0,0,0,9,0,0,0,0,0,1,3,0,0,0,2,2
4,46,31,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,16,1
0,60,40,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,33,1
0,53,37,0,0,0,0,2,0,5,0,0,0,0,0,1,1,0,1,0,18,1
1,45,35,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,29,1
3,41,27,0,0,0,0,0,1,6,0,0,0,0,1,2,1,0,0,0,26,1
0,28,19,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,1
0,84,58,0,0,1,0,0,0,4,0,0,0,0,5,0,1,0,0,0,11,1
1,67,49,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,31,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,4,2
2,49,36,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,29,1
0,23,16,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,2,1
0,50,24,0,1,0,1,0,1,5,0,0,0,0,0,0,3,0,0,0,5,2
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
1,20,6,0,0,0,1,1,1,4,0,0,0,0,0,0,2,0,0,0,0,1
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,29,7,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
,,,,,,,,,,,,,,,,,,,,,
0,14,2,0,0,0,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
0,30,13,0,0,0,1,1,1,3,0,0,0,0,0,1,1,0,0,0,2,1
0,11,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
0,16,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,8,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1
1,10,2,0,0,0,1,1,1,5,0,0,0,0,0,0,4,0,0,0,2,3
3,9,2,0,0,0,1,1,9,1,0,0,0,0,0,3,13,0,1,0,2,10
,,,,,,,,,,,,,,,,,,,,,
